Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,Total_Expressed
ZNF616,0,0,0,0,1,0,0,0,0,1
SFRP4,0,0,0,0,1,0,0,0,0,1
BRSK1,0,0,0,0,1,0,0,0,0,1
SFXN1,0,0,0,0,1,0,0,0,0,1
SFXN2,0,0,0,0,1,0,0,0,0,1
SFXN4,0,0,0,0,1,0,0,0,0,1
ZNF614,0,0,0,0,1,0,0,0,0,1
SEPHS1,0,0,0,0,1,0,0,0,0,1
SGMS2,0,0,0,0,1,0,0,0,0,1
BRPF1,0,0,0,0,1,0,0,0,0,1
SGSM2,0,0,1,0,0,0,0,0,0,1
SGSM3,0,0,0,0,1,0,0,0,0,1
BROX,0,0,0,0,1,0,0,0,0,1
BRIP1,0,0,0,0,1,0,0,0,0,1
ZNF611,0,0,0,0,1,0,0,0,0,1
BRD9,0,0,0,0,1,0,0,0,0,1
SH3BP5L,0,0,0,0,1,0,0,0,0,1
SH3D21,0,0,0,0,1,0,0,0,0,1
SH3KBP1,0,0,0,0,1,0,0,0,0,1
BRD8,0,0,0,0,1,0,0,0,0,1
BRD7,0,0,0,0,1,0,0,0,0,1
SGIP1,0,0,0,0,0,0,0,1,0,1
SEPHS2,0,0,0,0,1,0,0,0,0,1
SEPN1,0,0,0,0,1,0,0,0,0,1
SEPP1,0,0,0,0,1,0,0,0,0,1
SEPSECS,0,0,0,0,1,0,0,0,0,1
SEPT10,0,0,0,0,1,0,0,0,0,1
SEPT2,0,1,0,0,0,0,0,0,0,1
SEPT3,0,0,0,0,1,0,0,0,0,1
SEPT7,0,0,0,0,1,0,0,0,0,1
SERAC1,0,0,0,0,0,0,0,1,0,1
SERBP1,0,0,0,0,1,0,0,0,0,1
SERINC3,0,0,0,0,1,0,0,0,0,1
SERPINA3,0,0,0,0,1,0,0,0,0,1
SERPINB6,0,0,0,0,1,0,0,0,0,1
BTBD19,0,0,0,0,1,0,0,0,0,1
SERPINF2,0,0,0,0,1,0,0,0,0,1
BTG3,0,0,0,0,1,0,0,0,0,1
SERPINH1,0,0,0,0,1,0,0,0,0,1
SESN1,0,0,0,0,1,0,0,0,0,1
SESTD1,0,0,0,0,1,0,0,0,0,1
BTG1,0,0,0,0,1,0,0,0,0,1
BTC,0,0,0,0,1,0,0,0,0,1
ZNF625,0,0,0,0,1,0,0,0,0,1
ZNF620,0,0,0,0,1,0,0,0,0,1
SETD5,0,0,0,0,0,1,0,0,0,1
BTBD3,0,0,0,0,1,0,0,0,0,1
ZNF618,0,0,0,0,1,0,0,0,0,1
SETMAR,0,0,0,0,1,0,0,0,0,1
SERPINB8,0,0,0,0,1,0,0,0,0,1
SNX7,0,0,0,0,1,0,0,0,0,1
B4GALNT1,0,0,0,0,1,0,0,0,0,1
SNX9,0,0,0,0,1,0,0,0,0,1
SOAT1,0,0,0,0,1,0,0,0,0,1
SOAT2,0,0,0,0,1,0,0,0,0,1
SOCS3,0,0,0,0,1,0,0,0,0,1
SOCS4,0,0,0,0,1,0,0,0,0,1
SOCS5,0,0,0,0,1,0,0,0,0,1
SOCS7,0,0,0,0,1,0,0,0,0,1
ACAA2,0,0,0,0,0,1,0,0,0,1
SOD2,0,0,0,0,1,0,0,0,0,1
SOD3,0,0,0,0,1,0,0,0,0,1
ZNF512,0,0,0,0,0,1,0,0,0,1
SLC2A6,0,0,0,0,1,0,0,0,0,1
SOGA3,0,0,0,0,1,0,0,0,0,1
B3GNT1,0,0,0,0,1,0,0,0,0,1
ZNF507,0,0,0,0,1,0,0,0,0,1
SORD,0,0,0,0,1,0,0,0,0,1
SORL1,0,0,0,0,1,0,0,0,0,1
SOS1,0,0,0,0,1,0,0,0,0,1
B3GALTL,1,0,0,0,0,0,0,0,0,1
SOSTDC1,0,0,0,0,1,0,0,0,0,1
SOWAHC,0,0,0,0,1,0,0,0,0,1
SOX10,0,0,0,0,1,0,0,0,0,1
ZNF493,0,0,0,0,1,0,0,0,0,1
SOX11,0,0,0,0,1,0,0,0,0,1
SOX13,0,0,0,0,1,0,0,0,0,1
B3GNT3,0,0,0,0,1,0,0,0,0,1
SNAPC3,0,0,0,0,1,0,0,0,0,1
ABRACL,0,0,0,0,1,0,0,0,0,1
BAHD1,0,0,0,0,1,0,0,0,0,1
BAG4,0,0,0,0,1,0,0,0,0,1
SNED1,0,0,0,0,1,0,0,0,0,1
SNIP1,0,0,0,0,1,0,0,0,0,1
BACH1,0,0,0,0,1,0,0,0,0,1
SNRPE,0,0,0,0,1,0,0,0,0,1
SNRPG,0,0,0,0,1,0,0,0,0,1
B4GALT7,0,0,0,0,1,0,0,0,0,1
ZNF518B,0,0,0,0,1,0,0,0,0,1
SNTA1,0,0,0,0,1,0,0,0,0,1
ZNF517,0,0,0,0,1,0,0,0,0,1
SNX33,0,0,0,0,1,0,0,0,0,1
SNX12,0,0,0,0,1,0,0,0,0,1
B4GALT5,0,0,0,0,1,0,0,0,0,1
ZNF514,0,0,0,0,1,0,0,0,0,1
B4GALNT3,0,0,0,0,1,0,0,0,0,1
SNX17,0,0,0,0,1,0,0,0,0,1
SNX18,0,0,0,0,1,0,0,0,0,1
SNX2,0,0,0,0,1,0,0,0,0,1
SNX20,0,0,0,0,1,0,0,0,0,1
SNX24,0,0,0,0,1,0,0,0,0,1
SNX25,0,0,0,0,1,0,0,0,0,1
SNX27,0,0,0,0,1,0,0,0,0,1
SNX29,0,0,0,0,1,0,0,0,0,1
SNX3,0,0,0,0,1,0,0,0,0,1
SNX30,0,0,0,0,1,0,0,0,0,1
SNUPN,0,0,0,0,1,0,0,0,0,1
SPN,0,0,0,0,1,0,0,0,0,1
SPNS1,0,0,0,0,1,0,0,0,0,1
ZNF485,0,0,0,0,1,0,0,0,0,1
SPOCK1,0,0,0,0,1,0,0,0,0,1
ZNF484,0,0,0,0,1,0,0,0,0,1
SPOPL,0,0,0,0,1,0,0,0,0,1
SPP1,0,0,0,0,1,0,0,0,0,1
SPPL3,0,0,0,0,1,0,0,0,0,1
SPRED1,0,0,0,0,1,0,0,0,0,1
SPRED2,0,0,0,0,1,0,0,0,0,1
SPRR3,0,0,0,0,1,0,0,0,0,1
ZNF480,0,0,0,0,1,0,0,0,0,1
ZNF48,1,0,0,0,0,0,0,0,0,1
SOX15,0,0,0,0,1,0,0,0,0,1
SPTBN4,0,0,0,0,1,0,0,0,0,1
ATP7A,0,0,0,0,1,0,0,0,0,1
ATP6V1H,0,0,0,0,1,0,0,0,0,1
ZNF473,0,0,0,0,1,0,0,0,0,1
SPTY2D1,0,0,0,0,1,0,0,0,0,1
SQLE,0,0,0,0,1,0,0,0,0,1
SQRDL,0,0,0,0,1,0,0,0,0,1
SRBD1,0,0,0,0,1,0,0,0,0,1
ATP6V1E2,0,0,0,0,1,0,0,0,0,1
SRCIN1,1,0,0,0,0,0,0,0,0,1
ATP6V1B2,0,0,0,0,1,0,0,0,0,1
ATP6V1A,0,0,0,0,1,0,0,0,0,1
ATP6V0A4,0,0,0,0,1,0,0,0,0,1
SRFBP1,0,0,0,0,1,0,0,0,0,1
SPTBN2,0,0,0,0,1,0,0,0,0,1
SOX6,0,0,0,0,1,0,0,0,0,1
B2M,1,0,0,0,0,0,0,0,0,1
ZNF488,0,0,0,0,1,0,0,0,0,1
AXIN1,0,0,0,0,1,0,0,0,0,1
SP110,0,0,0,0,1,0,0,0,0,1
AVL9,0,0,0,0,0,0,1,0,0,1
SP2,0,0,0,0,1,0,0,0,0,1
AVEN,0,0,0,0,1,0,0,0,0,1
AURKB,0,0,0,0,1,0,0,0,0,1
AUH,0,0,0,0,1,0,0,0,0,1
SPATA13,0,0,0,0,1,0,0,0,0,1
SPATA18,0,0,0,0,1,0,0,0,0,1
SPATA20,0,0,0,0,1,0,0,0,0,1
SPIRE2,0,0,0,0,1,0,0,0,0,1
SPATA7,0,0,0,0,1,0,0,0,0,1
SPATS2,0,0,0,0,1,0,0,0,0,1
SPECC1L,0,0,0,0,1,0,0,0,0,1
SPEF2,0,0,0,0,1,0,0,0,0,1
ATXN7,0,0,0,0,1,0,0,0,0,1
ATRX,0,0,0,0,1,0,0,0,0,1
ATRNL1,0,0,0,0,1,0,0,0,0,1
SPG21,0,0,0,0,1,0,0,0,0,1
SPHKAP,0,0,0,0,1,0,0,0,0,1
ZNF486,0,0,0,0,1,0,0,0,0,1
SPIN1,0,0,0,0,1,0,0,0,0,1
SPIN3,0,0,0,0,1,0,0,0,0,1
SPINT1,0,0,0,0,1,0,0,0,0,1
ATP9A,0,0,0,0,1,0,0,0,0,1
SPATA24,0,0,0,0,1,0,0,0,0,1
BCS1L,0,0,0,0,1,0,0,0,0,1
BCR,0,0,0,0,1,0,0,0,0,1
SLC39A9,0,0,0,0,1,0,0,0,0,1
SLC3A2,0,0,0,0,1,0,0,0,0,1
SLC41A1,0,0,0,0,1,0,0,0,0,1
SLC41A2,0,0,0,0,1,0,0,0,0,1
SLC43A2,0,0,0,0,1,0,0,0,0,1
SLC43A3,0,0,0,0,1,0,0,0,0,1
ZNF562,0,0,0,0,1,0,0,0,0,1
BCORL1,1,0,0,0,0,0,0,0,0,1
SLC44A4,0,0,0,0,0,0,0,1,0,1
SLC45A3,0,0,0,0,1,0,0,0,0,1
SLC46A3,0,0,0,0,1,0,0,0,0,1
SMYD5,0,0,0,0,1,0,0,0,0,1
ZNF559,0,0,0,0,1,0,0,0,0,1
SLC4A3,0,0,0,0,1,0,0,0,0,1
ZNF558,0,0,0,0,1,0,0,0,0,1
SLC52A3,0,0,0,0,0,1,0,0,0,1
BCL7C,0,0,0,0,1,0,0,0,0,1
ZNF552,0,0,0,0,1,0,0,0,0,1
SLC6A9,0,0,0,0,1,0,0,0,0,1
SLC7A11,0,0,0,0,1,0,0,0,0,1
SLC7A6OS,0,0,0,0,1,0,0,0,0,1
BCL2L13,0,0,0,0,1,0,0,0,0,1
SLC7A8,0,0,0,0,1,0,0,0,0,1
SLC8A1,0,0,0,0,1,0,0,0,0,1
SLC8A2,0,0,0,0,1,0,0,0,0,1
SLC8B1,0,0,0,0,1,0,0,0,0,1
SLC4A11,0,0,0,0,1,0,0,0,0,1
BHLHE41,0,0,0,0,1,0,0,0,0,1
SLC28A3,0,0,0,0,1,0,0,0,0,1
SLC29A1,0,0,0,0,1,0,0,0,0,1
SLC29A3,0,0,0,0,1,0,0,0,0,1
SLC2A1,0,0,0,0,1,0,0,0,0,1
ZNF568,0,0,0,0,0,0,0,1,0,1
SLC2A11,0,0,0,0,1,0,0,0,0,1
SLC2A14,0,0,0,0,1,0,0,0,0,1
SLC2A3,0,0,0,0,1,0,0,0,0,1
SLC2A4RG,0,0,0,0,1,0,0,0,0,1
SCARB1,0,0,0,0,0,0,0,1,0,1
SLC2A8,0,0,0,0,1,0,0,0,0,1
SLC30A1,0,0,0,0,1,0,0,0,0,1
SLC39A11,0,0,0,0,1,0,0,0,0,1
SLC33A1,0,0,0,0,1,0,0,0,0,1
SLC34A2,0,0,0,0,1,0,0,0,0,1
SLC35A1,0,0,0,0,1,0,0,0,0,1
SLC35A3,0,0,0,0,0,1,0,0,0,1
SLC35B1,0,0,0,0,1,0,0,0,0,1
SLC35B2,0,0,0,0,1,0,0,0,0,1
BHLHE40,0,0,0,0,1,0,0,0,0,1
ZNF564,0,0,0,0,1,0,0,0,0,1
SLC35D1,0,0,0,0,1,0,0,0,0,1
SLC35E2,0,0,0,0,1,0,0,0,0,1
SLC35G2,0,0,0,0,1,0,0,0,0,1
SLC38A1,0,0,0,0,1,0,0,0,0,1
SLC38A10,0,0,0,0,1,0,0,0,0,1
BECN1,0,0,0,0,1,0,0,0,0,1
SLC30A9,0,0,0,0,1,0,0,0,0,1
BCAS4,0,0,0,0,1,0,0,0,0,1
BCAR1,0,0,0,0,1,0,0,0,0,1
BCAP31,0,0,0,0,1,0,0,0,0,1
SMARCA5,0,0,0,0,1,0,0,0,0,1
BBS5,0,0,0,0,0,1,0,0,0,1
BAZ2A,0,0,0,0,1,0,0,0,0,1
ABR,0,0,0,0,1,0,0,0,0,1
SMARCD2,0,0,0,0,1,0,0,0,0,1
SMARCD3,0,0,0,0,1,0,0,0,0,1
SMARCE1,0,0,0,0,1,0,0,0,0,1
BATF3,0,0,0,0,1,0,0,0,0,1
SMC3,0,0,0,0,1,0,0,0,0,1
BATF2,0,0,0,0,1,0,0,0,0,1
ZNF549,0,0,0,0,1,0,0,0,0,1
ZNF526,0,0,1,0,0,0,0,0,0,1
SMG5,0,0,0,0,1,0,0,0,0,1
SMG6,0,0,0,0,1,0,0,0,0,1
ZNF525,0,0,0,0,1,0,0,0,0,1
BASP1,0,0,0,0,1,0,0,0,0,1
BANP,0,0,0,0,1,0,0,0,0,1
BANK1,0,0,0,0,1,0,0,0,0,1
SMPD4,0,0,0,0,1,0,0,0,0,1
BAK1,0,0,0,0,1,0,0,0,0,1
BAIAP2L1,0,0,0,0,1,0,0,0,0,1
SMU1,0,0,0,0,1,0,0,0,0,1
SMUG1,0,0,0,0,1,0,0,0,0,1
BAI2,1,0,0,0,0,0,0,0,0,1
ZNF524,0,0,0,0,1,0,0,0,0,1
SMCHD1,0,0,0,0,1,0,0,0,0,1
SLC9A1,0,0,0,0,1,0,0,0,0,1
SLC9A2,0,0,0,0,1,0,0,0,0,1
SLC9A3R1,0,0,0,0,1,0,0,0,0,1
BCL2L12,0,0,0,0,1,0,0,0,0,1
SLC9A9,0,0,0,0,1,0,0,0,0,1
SLC9B2,0,0,0,0,1,0,0,0,0,1
ABLIM1,0,0,0,0,1,0,0,0,0,1
SLCO4A1,0,0,0,0,1,0,0,0,0,1
SLCO5A1,0,0,0,0,1,0,0,0,0,1
SLFN11,0,0,0,0,1,0,0,0,0,1
SLFN5,0,0,0,0,1,0,0,0,0,1
SLIRP,0,0,0,0,1,0,0,0,0,1
BCL2A1,0,0,0,0,1,0,0,0,0,1
SMAP1,0,0,0,0,1,0,0,0,0,1
ZNF544,0,0,0,0,1,0,0,0,0,1
SLIT3,0,0,0,0,1,0,0,0,0,1
SLITRK6,0,0,0,0,1,0,0,0,0,1
SLMAP,0,0,0,0,1,0,0,0,0,1
SLTM,0,0,0,0,1,0,0,0,0,1
SLX4IP,0,0,0,0,1,0,0,0,0,1
ZNF543,0,0,0,0,0,0,0,1,0,1
SMAD2,0,0,0,0,0,1,0,0,0,1
ABLIM3,0,0,0,0,1,0,0,0,0,1
ZNF532,0,0,0,0,1,0,0,0,0,1
BCKDK,0,0,0,0,1,0,0,0,0,1
BCAT1,0,0,0,0,1,0,0,0,0,1
SMAD7,0,0,0,0,1,0,0,0,0,1
ZNF530,0,0,0,0,1,0,0,0,0,1
BCL11B,0,1,0,0,0,0,0,0,0,1
CAPS2,0,0,0,0,1,0,0,0,0,1
RAB10,0,0,0,0,1,0,0,0,0,1
RAB11B,0,0,0,0,1,0,0,0,0,1
CAPRIN2,0,0,0,0,1,0,0,0,0,1
RAB11FIP2,0,0,0,0,1,0,0,0,0,1
RAB11FIP4,0,0,0,0,1,0,0,0,0,1
RAB11FIP5,0,0,0,0,1,0,0,0,0,1
RAB13,0,0,0,0,1,0,0,0,0,1
CAPN9,0,0,0,0,0,1,0,0,0,1
RAB23,0,0,0,0,1,0,0,0,0,1
RAB32,0,0,0,0,1,0,0,0,0,1
RAB38,0,0,0,0,1,0,0,0,0,1
RAB3GAP1,0,0,0,0,1,0,0,0,0,1
C19orf10,0,0,0,0,0,0,0,1,0,1
RAB3IL1,0,0,0,0,1,0,0,0,0,1
RAB3IP,0,0,0,0,1,0,0,0,0,1
ZNF879,0,0,0,0,1,0,0,0,0,1
RAB4B,0,0,0,0,1,0,0,0,0,1
RAB5C,0,0,0,0,1,0,0,0,0,1
CAPN2,0,0,0,0,1,0,0,0,0,1
RABEP1,0,0,0,0,1,0,0,0,0,1
RABGAP1,0,0,0,0,1,0,0,0,0,1
RABGAP1L,0,0,0,0,1,0,0,0,0,1
RABIF,0,0,0,0,1,0,0,0,0,1
RABL2B,0,0,0,0,1,0,0,0,0,1
CAPN15,0,0,0,0,1,0,0,0,0,1
RAD17,0,0,0,0,1,0,0,0,0,1
CAPN8,0,0,0,0,1,0,0,0,0,1
CASC5,0,0,0,0,1,0,0,0,0,1
CARS2,0,0,0,0,1,0,0,0,0,1
PVRL3,0,0,0,0,1,0,0,0,0,1
PWP2,0,0,0,0,1,0,0,0,0,1
PWWP2A,0,0,0,0,1,0,0,0,0,1
CARKD,0,0,0,0,1,0,0,0,0,1
PXDC1,0,0,0,0,1,0,0,0,0,1
PXDN,0,0,0,0,1,0,0,0,0,1
PXMP4,0,0,0,0,1,0,0,0,0,1
ABCB1,0,0,0,0,1,0,0,0,0,1
PYGB,0,0,0,0,1,0,0,0,0,1
PYGL,0,0,0,0,1,0,0,0,0,1
ABCB10,0,0,0,0,1,0,0,0,0,1
AAGAB,0,0,0,0,1,0,0,0,0,1
PYHIN1,0,0,0,0,1,0,0,0,0,1
ZNF91,0,0,0,0,1,0,0,0,0,1
PYROXD1,0,0,1,0,0,0,0,0,0,1
PYROXD2,0,0,0,0,0,0,0,1,0,1
QARS1,0,0,0,0,1,0,0,0,0,1
QDPR,0,0,0,0,1,0,0,0,0,1
QPRT,0,0,0,0,1,0,0,0,0,1
QRICH1,0,0,0,0,1,0,0,0,0,1
CARD14,0,0,0,0,1,0,0,0,0,1
CARD11,0,0,0,0,1,0,0,0,0,1
CARD10,0,0,0,0,0,1,0,0,0,1
QTRTD1,0,0,0,0,1,0,0,0,0,1
R3HCC1,0,0,0,0,1,0,0,0,0,1
R3HDM1,0,0,0,0,1,0,0,0,0,1
PYGO2,0,0,0,0,0,1,0,0,0,1
ZNF846,0,0,0,0,1,0,0,0,0,1
RASEF,0,0,0,0,1,0,0,0,0,1
RASGRF1,0,0,0,0,1,0,0,0,0,1
RASGRP1,0,0,0,0,1,0,0,0,0,1
RASGRP3,0,0,1,0,0,0,0,0,0,1
RASIP1,0,0,0,0,1,0,0,0,0,1
AAR2,0,0,0,0,1,0,0,0,0,1
ZNF836,0,0,0,0,1,0,0,0,0,1
RASSF2,0,0,0,0,1,0,0,0,0,1
RASSF3,0,0,0,0,1,0,0,0,0,1
RASSF4,0,0,0,0,1,0,0,0,0,1
RASSF5,0,0,0,0,0,1,0,0,0,1
RAX,0,0,0,0,1,0,0,0,0,1
CAP2,0,0,0,0,1,0,0,0,0,1
ZNF830,0,0,0,0,1,0,0,0,0,1
CALML4,0,0,0,0,1,0,0,0,0,1
RBAK,0,0,0,0,1,0,0,0,0,1
RBBP5,0,0,0,0,1,0,0,0,0,1
RBBP6,0,0,0,0,1,0,0,0,0,1
RBBP7,0,0,0,0,1,0,0,0,0,1
RBFA,0,0,0,0,1,0,0,0,0,1
RBL1,0,0,0,0,1,0,0,0,0,1
CALHM2,0,0,0,0,1,0,0,0,0,1
RBM11,0,0,0,0,1,0,0,0,0,1
ZNF83,0,0,0,0,1,0,0,0,0,1
RBM14,0,0,0,0,1,0,0,0,0,1
CALCOCO2,0,0,0,0,1,0,0,0,0,1
CALR,0,0,0,0,1,0,0,0,0,1
ZNF865,0,0,0,0,1,0,0,0,0,1
CANT1,0,0,0,0,1,0,0,0,0,1
RAI14,0,0,0,0,1,0,0,0,0,1
RAI2,0,0,0,0,1,0,0,0,0,1
RALB,0,0,0,0,1,0,0,0,0,1
RALGAPA1,1,0,0,0,0,0,0,0,0,1
CAND1,0,0,0,0,1,0,0,0,0,1
RALY,0,0,0,0,1,0,0,0,0,1
AAMP,0,0,0,0,1,0,0,0,0,1
RANBP17,0,0,0,0,1,0,0,0,0,1
RANBP2,0,0,0,0,1,0,0,0,0,1
CAMTA2,0,0,0,0,1,0,0,0,0,1
RAP1A,0,0,0,0,1,0,0,0,0,1
RASD1,0,0,0,0,1,0,0,0,0,1
RAP1GAP2,0,0,0,0,1,0,0,0,0,1
RAPGEF1,0,0,0,0,1,0,0,0,0,1
CAMSAP2,0,0,0,0,1,0,0,0,0,1
ZNF853,0,0,0,0,1,0,0,0,0,1
RAPGEFL1,0,0,0,0,1,0,0,0,0,1
RARA,1,0,0,0,0,0,0,0,0,1
RARG,0,0,0,0,1,0,0,0,0,1
RARS,0,0,0,0,1,0,0,0,0,1
RARS2,0,0,0,0,1,0,0,0,0,1
RASA1,0,0,0,0,0,1,0,0,0,1
RASA2,0,0,0,0,1,0,0,0,0,1
CAMKMT,0,0,0,0,0,0,0,1,0,1
ZNF85,0,0,0,0,1,0,0,0,0,1
RASAL3,0,0,0,0,1,0,0,0,0,1
CAMSAP3,0,0,0,0,1,0,0,0,0,1
PRRC2A,0,0,0,0,1,0,0,0,0,1
ZSCAN9,0,0,0,0,1,0,0,0,0,1
CCBL1,0,0,0,0,1,0,0,0,0,1
CCAR2,0,0,0,0,1,0,0,0,0,1
ZSCAN5A,0,0,0,0,1,0,0,0,0,1
PRRG2,0,0,0,0,1,0,0,0,0,1
PRRT4,0,0,0,0,1,0,0,0,0,1
PRSS23,0,0,0,0,1,0,0,0,0,1
CCAR1,0,0,0,0,0,1,0,0,0,1
PRSS45,0,0,0,0,1,0,0,0,0,1
PRSS8,0,0,0,0,1,0,0,0,0,1
PRUNE,0,0,0,0,1,0,0,0,0,1
PRX,0,0,0,0,1,0,0,0,0,1
PVRIG,0,0,0,0,1,0,0,0,0,1
PSEN1,0,0,0,0,1,0,0,0,0,1
PSEN2,0,0,0,0,1,0,0,0,0,1
PSENEN,0,0,0,0,1,0,0,0,0,1
PSIP1,0,0,0,0,1,0,0,0,0,1
PSKH1,0,0,0,0,1,0,0,0,0,1
PSMA2,0,0,0,0,1,0,0,0,0,1
CBX8,0,0,0,0,1,0,0,0,0,1
ZSCAN32,0,0,0,0,1,0,0,0,0,1
CBX6,0,0,0,0,1,0,0,0,0,1
PSMB5,0,0,0,0,1,0,0,0,0,1
PSMB8,0,0,0,0,1,0,0,0,0,1
PSMB9,0,0,0,0,1,0,0,0,0,1
PSMC5,0,0,0,0,1,0,0,0,0,1
CC2D1A,0,0,0,0,1,0,0,0,0,1
ABHD13,0,0,0,0,1,0,0,0,0,1
PRKCE,0,0,0,0,0,1,0,0,0,1
PRKCG,0,0,0,0,1,0,0,0,0,1
PRKCI,0,0,0,0,1,0,0,0,0,1
PRKCQ,0,0,0,0,0,1,0,0,0,1
ZUFSP,0,0,0,0,1,0,0,0,0,1
PRKD1,0,0,0,0,1,0,0,0,0,1
PRKD2,0,0,0,0,1,0,0,0,0,1
CCDC134,0,0,0,0,1,0,0,0,0,1
CCDC13,0,0,0,0,1,0,0,0,0,1
PROS1,0,0,0,0,1,0,0,0,0,1
CCDC124,0,0,0,0,1,0,0,0,0,1
PRP4K,0,0,0,0,1,0,0,0,0,1
PRRC1,0,0,0,0,1,0,0,0,0,1
ZNF98,0,0,0,0,1,0,0,0,0,1
CCDC109B,0,0,0,0,1,0,0,0,0,1
ZSWIM6,0,0,0,0,0,1,0,0,0,1
PRPF38B,0,0,0,0,1,0,0,0,0,1
PRPF40A,0,0,0,0,0,1,0,0,0,1
CCDC108,0,0,0,0,1,0,0,0,0,1
ZSWIM1,0,0,0,0,1,0,0,0,0,1
CCDC107,0,0,0,0,0,0,0,1,0,1
CCDC102B,0,0,0,0,1,0,0,0,0,1
PRR14,0,0,0,0,1,0,0,0,0,1
PRR14L,0,0,0,0,1,0,0,0,0,1
PRR22,0,0,0,0,1,0,0,0,0,1
PRR24,0,0,0,0,1,0,0,0,0,1
PRR5,0,0,0,0,1,0,0,0,0,1
PRPF19,0,0,0,0,1,0,0,0,0,1
PTPN22,0,0,0,0,1,0,0,0,0,1
PTPN23,0,0,0,0,1,0,0,0,0,1
PTPN3,0,0,0,0,1,0,0,0,0,1
PTPN4,0,0,0,0,0,1,0,0,0,1
PTPRB,0,0,0,0,1,0,0,0,0,1
CAV1,0,0,0,0,1,0,0,0,0,1
ZSCAN21,0,0,0,0,1,0,0,0,0,1
PTPRCAP,0,0,0,0,1,0,0,0,0,1
ZSCAN2,0,0,0,0,1,0,0,0,0,1
PTPRD,0,0,0,0,1,0,0,0,0,1
PTPRE,0,0,0,0,1,0,0,0,0,1
CATSPERG,0,0,0,0,1,0,0,0,0,1
CATSPER2,0,0,0,0,1,0,0,0,0,1
CBX5,0,0,0,0,1,0,0,0,0,1
CASZ1,0,0,0,0,1,0,0,0,0,1
PTPRM,0,0,0,0,1,0,0,0,0,1
PTPRN2,0,0,0,0,0,0,0,1,0,1
CAST,0,0,0,0,0,0,0,1,0,1
PTPRT,0,0,0,0,1,0,0,0,0,1
CASP7,1,0,0,0,0,0,0,0,0,1
PTPRZ1,0,0,0,0,1,0,0,0,0,1
CASP3,0,0,0,0,1,0,0,0,0,1
PTRHD1,0,0,0,0,1,0,0,0,0,1
ZRANB3,0,0,0,0,1,0,0,0,0,1
PUS1,0,0,0,0,1,0,0,0,0,1
ZNHIT2,1,0,0,0,0,0,0,0,0,1
CASK,0,0,0,0,1,0,0,0,0,1
CATSPER1,0,0,0,0,1,0,0,0,0,1
CBX4,0,0,0,0,1,0,0,0,0,1
PSMD3,0,0,0,0,1,0,0,0,0,1
PSMD4,0,0,0,0,1,0,0,0,0,1
PSMD5,0,0,0,0,1,0,0,0,0,1
PSMD7,0,0,0,0,1,0,0,0,0,1
PSMD8,0,0,0,0,1,0,0,0,0,1
PSME4,0,0,0,0,0,1,0,0,0,1
PSMF1,0,0,0,0,1,0,0,0,0,1
PSMG2,0,0,0,0,1,0,0,0,0,1
ABCB6,0,0,0,0,1,0,0,0,0,1
PTBP3,0,0,0,0,0,0,0,1,0,1
PTCD2,0,0,0,0,1,0,0,0,0,1
CBX1,0,0,0,0,1,0,0,0,0,1
PTPN21,0,0,0,0,1,0,0,0,0,1
CBS,0,0,0,0,1,0,0,0,0,1
PTGR3,0,0,0,0,1,0,0,0,0,1
PTGS2,0,0,0,0,1,0,0,0,0,1
CBLL1,0,0,0,0,1,0,0,0,0,1
CBLC,0,0,0,0,0,1,0,0,0,1
PTK7,0,0,0,0,1,0,0,0,0,1
CBL,0,0,0,0,1,0,0,0,0,1
PTPDC1,0,0,0,0,1,0,0,0,0,1
PTPLAD1,0,0,0,0,1,0,0,0,0,1
CBFA2T3,0,0,0,0,1,0,0,0,0,1
PTPN13,0,0,0,0,1,0,0,0,0,1
PTPN14,0,0,0,0,1,0,0,0,0,1
CBFA2T2,0,0,0,0,1,0,0,0,0,1
PTPN2,0,0,0,0,1,0,0,0,0,1
PTCH2,0,0,0,0,1,0,0,0,0,1
RPL35,0,0,0,0,0,0,1,0,0,1
ZNF74,0,0,0,0,1,0,0,0,0,1
RPL38,0,0,0,0,1,0,0,0,0,1
RPL39L,0,0,0,0,1,0,0,0,0,1
ZNF736,0,0,0,0,1,0,0,0,0,1
C20orf194,0,0,0,0,1,0,0,0,0,1
RPL7L1,0,0,0,0,0,0,0,1,0,1
RPLP2,0,0,0,0,1,0,0,0,0,1
RPP25,0,0,0,0,1,0,0,0,0,1
RPP25L,0,0,0,0,1,0,0,0,0,1
C20orf141,0,0,0,0,1,0,0,0,0,1
RPS20,0,0,0,0,1,0,0,0,0,1
RPS26,0,0,0,0,1,0,0,0,0,1
ZNF827,0,0,0,0,1,0,0,0,0,1
RPS6KA2,0,0,0,0,1,0,0,0,0,1
ZNF732,0,0,0,0,1,0,0,0,0,1
C1orf61,0,0,0,0,1,0,0,0,0,1
RPSA,0,0,0,0,1,0,0,0,0,1
RPTOR,0,0,0,0,1,0,0,0,0,1
RPUSD3,0,0,0,0,1,0,0,0,0,1
C1orf56,0,0,0,0,1,0,0,0,0,1
C1orf52,0,0,0,0,1,0,0,0,0,1
RRBP1,0,0,0,0,1,0,0,0,0,1
