Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,Total_Expressed
TP53BP2,0,0,0,0,2,0,0,0,0,2
TPCN2,0,0,0,0,2,0,0,0,0,2
TPP2,0,0,0,0,1,1,0,0,0,2
TRAFD1,0,0,0,0,2,0,0,0,0,2
TRAIP,0,0,0,0,2,0,0,0,0,2
TRAK1,0,0,0,0,2,0,0,0,0,2
TOP2B,0,0,0,0,2,0,0,0,0,2
SOS2,0,0,0,0,2,0,0,0,0,2
SP100,0,0,0,0,1,1,0,0,0,2
SP140,0,0,0,0,2,0,0,0,0,2
SPAG9,0,0,0,0,2,0,0,0,0,2
SPARCL1,0,0,0,0,2,0,0,0,0,2
SPEG,0,0,0,0,2,0,0,0,0,2
SPG11,0,0,0,0,1,1,0,0,0,2
SPG20,0,0,0,0,2,0,0,0,0,2
TBC1D17,0,0,0,0,2,0,0,0,0,2
SPICE1,0,0,0,0,2,0,0,0,0,2
SPINT2,0,0,0,0,2,0,0,0,0,2
SPOCD1,0,0,0,0,2,0,0,0,0,2
SPOP,0,0,0,0,1,0,0,1,0,2
SPTBN5,0,0,0,0,2,0,0,0,0,2
SRD5A3,0,0,0,0,2,0,0,0,0,2
SREBF2,1,0,0,0,1,0,0,0,0,2
SRPR,1,0,0,0,1,0,0,0,0,2
SRPX,0,0,0,0,2,0,0,0,0,2
SPHK1,0,0,0,0,2,0,0,0,0,2
SMAD5,0,0,0,0,1,0,0,1,0,2
SMARCA1,1,0,0,0,0,1,0,0,0,2
SMARCA4,0,0,0,0,2,0,0,0,0,2
SMARCAD1,0,0,0,0,2,0,0,0,0,2
SMARCAL1,0,0,0,0,2,0,0,0,0,2
SMARCD1,0,0,0,0,2,0,0,0,0,2
SMC1A,0,0,0,0,2,0,0,0,0,2
SMG7,0,0,0,0,2,0,0,0,0,2
SMPD1,0,0,0,0,2,0,0,0,0,2
SOGA1,0,0,0,0,2,0,0,0,0,2
SMTN,0,0,0,0,2,0,0,0,0,2
SMURF2,0,0,0,0,1,1,0,0,0,2
SND1,0,0,0,0,1,0,0,1,0,2
SNRNP200,0,0,0,0,2,0,0,0,0,2
SNRPN,0,0,0,0,2,0,0,0,0,2
SNX13,0,0,0,0,2,0,0,0,0,2
SNX14,0,0,0,0,2,0,0,0,0,2
SNX15,0,0,0,0,2,0,0,0,0,2
SNX8,0,0,0,0,2,0,0,0,0,2
SMS,0,0,0,0,2,0,0,0,0,2
SUPT5H,0,0,0,0,2,0,0,0,0,2
SUPT7L,0,0,0,0,2,0,0,0,0,2
SYCP2,0,0,0,0,2,0,0,0,0,2
SYDE1,0,0,0,0,2,0,0,0,0,2
SYK,0,0,0,0,2,0,0,0,0,2
SYNPO2,0,0,0,0,2,0,0,0,0,2
TACSTD2,0,0,1,0,1,0,0,0,0,2
TAF10,0,0,0,0,2,0,0,0,0,2
SRRM2,0,0,0,0,2,0,0,0,0,2
TAF1L,0,0,0,0,1,1,0,0,0,2
TAF3,0,0,0,0,2,0,0,0,0,2
TAF4B,0,0,0,0,1,1,0,0,0,2
TANC1,0,0,0,0,2,0,0,0,0,2
TANGO6,0,0,0,0,2,0,0,0,0,2
TAT,0,1,0,0,1,0,0,0,0,2
TAX1BP1,0,0,0,0,2,0,0,0,0,2
TBC1D14,1,0,0,0,1,0,0,0,0,2
TBC1D15,0,0,0,0,1,0,0,1,0,2
TAF15,0,0,0,0,2,0,0,0,0,2
SRSF6,0,1,1,0,0,0,0,0,0,2
ST5,0,0,0,0,2,0,0,0,0,2
STAG1,0,0,0,0,2,0,0,0,0,2
STAM2,0,0,0,0,2,0,0,0,0,2
STAT2,1,0,0,0,1,0,0,0,0,2
STAT3,0,0,0,0,1,0,0,1,0,2
STAU2,0,0,0,0,2,0,0,0,0,2
STK10,0,0,0,0,2,0,0,0,0,2
STK11,0,0,0,0,2,0,0,0,0,2
STXBP2,0,0,0,0,2,0,0,0,0,2
STK24,0,0,0,0,2,0,0,0,0,2
STK32C,0,0,0,0,2,0,0,0,0,2
STK36,0,0,0,0,1,1,0,0,0,2
STOM,0,0,0,0,2,0,0,0,0,2
STRADA,0,0,0,0,2,0,0,0,0,2
STRIP1,0,0,0,0,2,0,0,0,0,2
STRN4,0,1,0,0,0,0,0,1,0,2
STX18,0,0,0,0,2,0,0,0,0,2
STX6,0,0,0,0,2,0,0,0,0,2
STK11IP,0,0,0,0,1,1,0,0,0,2
ZMYM2,0,0,0,0,2,0,0,0,0,2
ZMYND11,0,0,0,0,2,0,0,0,0,2
ZNF107,0,0,0,0,2,0,0,0,0,2
ZNF12,0,0,0,0,2,0,0,0,0,2
ZNF131,0,0,0,0,2,0,0,0,0,2
ZNF18,0,0,0,0,2,0,0,0,0,2
ZNF181,0,0,0,0,2,0,0,0,0,2
ZNF182,0,0,0,0,2,0,0,0,0,2
TTC4,0,0,0,0,2,0,0,0,0,2
ZNF189,0,0,0,0,1,1,0,0,0,2
ZNF197,0,0,0,0,0,1,0,1,0,2
ZNF215,0,0,0,0,2,0,0,0,0,2
ZNF219,0,0,0,0,2,0,0,0,0,2
ZNF22,0,0,0,0,2,0,0,0,0,2
ZNF226,0,0,1,0,0,1,0,0,0,2
ZNF292,0,0,0,0,1,1,0,0,0,2
ZNF326,0,0,0,0,2,0,0,0,0,2
ZNF33B,0,0,0,0,1,1,0,0,0,2
ZNF184,0,0,0,0,2,0,0,0,0,2
ZBTB18,0,0,0,0,2,0,0,0,0,2
ZBTB2,0,0,0,0,2,0,0,0,0,2
ZBTB21,0,0,0,0,2,0,0,0,0,2
ZBTB4,0,0,0,0,2,0,0,0,0,2
ZCCHC10,0,0,0,0,2,0,0,0,0,2
ZCCHC2,0,0,0,0,2,0,0,0,0,2
ZCCHC6,0,0,0,0,2,0,0,0,0,2
ZDHHC17,0,0,0,0,2,0,0,0,0,2
ZMIZ1,0,0,0,0,1,0,0,1,0,2
ZEB1,0,0,0,0,2,0,0,0,0,2
ZFHX3,0,0,0,0,1,1,0,0,0,2
ZFP28,0,0,0,0,2,0,0,0,0,2
ZFP36L2,0,0,1,0,1,0,0,0,0,2
ZFPM2,1,0,0,0,1,0,0,0,0,2
ZFX,0,0,0,0,2,0,0,0,0,2
ZFYVE26,0,0,0,0,2,0,0,0,0,2
ZFYVE28,1,0,0,0,1,0,0,0,0,2
ZHX3,0,0,0,0,2,0,0,0,0,2
ZDHHC4,0,0,0,0,1,0,1,0,0,2
ZNF669,0,0,0,0,2,0,0,0,0,2
ZNF672,0,0,0,0,2,0,0,0,0,2
ZNF687,0,0,0,0,2,0,0,0,0,2
ZNF692,0,0,0,0,2,0,0,0,0,2
ZNF703,0,0,0,0,2,0,0,0,0,2
ZNF710,1,0,0,0,1,0,0,0,0,2
ZNF76,0,0,0,0,2,0,0,0,0,2
ZNF766,0,0,0,0,2,0,0,0,0,2
ZNF354B,0,0,0,0,2,0,0,0,0,2
ZNF787,0,0,1,0,1,0,0,0,0,2
ZNF808,0,0,0,0,2,0,0,0,0,2
ABCA7,0,0,0,0,2,0,0,0,0,2
ZNF839,0,0,0,0,2,0,0,0,0,2
ZNF90,0,0,0,0,2,0,0,0,0,2
ZSCAN25,0,0,0,0,2,0,0,0,0,2
ZSCAN29,0,0,0,0,2,0,0,0,0,2
ZSWIM8,0,0,0,0,2,0,0,0,0,2
ZW10,0,0,0,0,2,0,0,0,0,2
ZNF780B,0,0,0,0,2,0,0,0,0,2
ZNF362,0,0,0,0,2,0,0,0,0,2
ZNF397,0,0,0,0,2,0,0,0,0,2
ZNF41,0,0,0,0,2,0,0,0,0,2
ZNF410,0,0,0,0,2,0,0,0,0,2
ZNF43,0,0,0,0,2,0,0,0,0,2
ZNF439,0,0,0,0,2,0,0,0,0,2
ZNF443,0,0,0,0,2,0,0,0,0,2
ZNF444,0,0,0,0,2,0,0,0,0,2
ZNF467,0,0,0,0,1,1,0,0,0,2
ZNF649,0,0,0,0,2,0,0,0,0,2
ZNF529,0,0,0,0,2,0,0,0,0,2
ZNF540,1,0,0,0,1,0,0,0,0,2
ZNF547,0,0,0,0,2,0,0,0,0,2
ZNF550,0,0,0,0,2,0,0,0,0,2
ZNF599,0,0,0,0,2,0,0,0,0,2
ZNF607,0,0,0,0,2,0,0,0,0,2
ZNF609,0,0,0,0,2,0,0,0,0,2
ZNF627,0,0,0,0,2,0,0,0,0,2
ZNF646,0,0,0,0,2,0,0,0,0,2
ZNF521,0,0,0,0,2,0,0,0,0,2
URI1,0,0,0,0,2,0,0,0,0,2
USP19,0,0,0,0,2,0,0,0,0,2
USP20,0,0,0,0,2,0,0,0,0,2
USP25,0,0,0,0,1,1,0,0,0,2
USP28,0,0,0,0,1,1,0,0,0,2
USP32,0,1,0,0,1,0,0,0,0,2
USP36,0,0,0,0,1,1,0,0,0,2
USP49,1,0,0,0,1,0,0,0,0,2
ZBED5,0,0,0,0,2,0,0,0,0,2
USP54,0,0,0,0,2,0,0,0,0,2
USP6NL,0,0,0,0,2,0,0,0,0,2
USP8,0,0,0,0,2,0,0,0,0,2
USP9X,0,0,0,0,0,1,0,1,0,2
UTP20,0,0,0,0,0,1,0,1,0,2
UVSSA,0,0,0,0,2,0,0,0,0,2
VARS,0,0,0,0,2,0,0,0,0,2
VARS2,0,0,0,0,2,0,0,0,0,2
VCPIP1,0,0,0,0,2,0,0,0,0,2
USP53,0,0,0,0,2,0,0,0,0,2
TTC7A,0,0,0,0,2,0,0,0,0,2
TTF2,0,0,0,0,2,0,0,0,0,2
TTI1,0,0,0,0,1,1,0,0,0,2
TTLL5,0,0,0,0,2,0,0,0,0,2
TUBB3,0,0,0,0,2,0,0,0,0,2
TUBGCP5,0,0,0,0,1,1,0,0,0,2
TUBGCP6,0,0,0,0,2,0,0,0,0,2
TULP3,0,0,0,0,2,0,0,0,0,2
TYK2,0,0,0,0,2,0,0,0,0,2
URB2,0,0,0,0,2,0,0,0,0,2
UBAP2L,0,0,0,0,2,0,0,0,0,2
UBE4A,1,0,0,0,1,0,0,0,0,2
UBN1,0,0,0,0,2,0,0,0,0,2
UBQLN2,0,0,0,0,2,0,0,0,0,2
UBQLN4,0,0,0,0,2,0,0,0,0,2
UBR5,0,0,0,0,2,0,0,0,0,2
UCKL1,0,0,1,0,1,0,0,0,0,2
UHRF2,0,0,0,0,2,0,0,0,0,2
UNKL,0,0,0,0,2,0,0,0,0,2
UBA5,0,0,0,0,1,1,0,0,0,2
WNT2,0,0,0,0,2,0,0,0,0,2
WRAP73,0,0,0,0,2,0,0,0,0,2
WSB1,0,0,0,0,2,0,0,0,0,2
WWC1,0,0,0,0,2,0,0,0,0,2
WWP1,0,0,0,0,1,1,0,0,0,2
XAB2,0,0,0,0,2,0,0,0,0,2
XIAP,0,0,0,0,2,0,0,0,0,2
XPO7,0,0,0,0,2,0,0,0,0,2
VILL,0,0,0,0,2,0,0,0,0,2
XRCC4,0,0,0,0,2,0,0,0,0,2
XYLT2,0,0,0,0,1,0,0,1,0,2
YAE1D1,0,0,0,0,2,0,0,0,0,2
YBX3,0,0,0,0,2,0,0,0,0,2
YIPF6,0,0,0,0,2,0,0,0,0,2
YME1L1,0,0,0,0,2,0,0,0,0,2
YRDC,0,0,0,0,2,0,0,0,0,2
YY1AP1,0,0,0,0,2,0,0,0,0,2
ZBED4,0,0,0,0,2,0,0,0,0,2
XPR1,0,0,0,0,2,0,0,0,0,2
VIPR1,0,0,0,0,1,1,0,0,0,2
VPS28,0,0,0,0,2,0,0,0,0,2
VPS33A,0,0,0,0,2,0,0,0,0,2
VPS53,0,0,0,0,2,0,0,0,0,2
VPS54,0,0,0,0,2,0,0,0,0,2
WASF1,0,0,0,0,2,0,0,0,0,2
WBP2,0,0,0,0,2,0,0,0,0,2
WDHD1,0,0,0,0,1,0,0,1,0,2
WDR19,0,0,0,0,2,0,0,0,0,2
WIZ,0,0,0,0,2,0,0,0,0,2
WDR33,0,0,0,0,2,0,0,0,0,2
WDR34,0,0,0,0,2,0,0,0,0,2
WDR35,0,0,0,0,1,1,0,0,0,2
WDR6,0,0,0,0,2,0,0,0,0,2
WDR7,0,0,0,0,2,0,0,0,0,2
WDR70,0,0,0,0,2,0,0,0,0,2
WDR73,0,0,0,0,2,0,0,0,0,2
WDR91,0,0,0,0,2,0,0,0,0,2
WDR96,0,0,0,0,2,0,0,0,0,2
WDR27,0,0,0,0,1,1,0,0,0,2
PIEZO1,0,0,0,0,2,0,0,0,0,2
PIGC,1,0,0,0,1,0,0,0,0,2
PIGO,0,0,0,0,2,0,0,0,0,2
PIK3CB,0,0,0,0,1,1,0,0,0,2
PIK3R5,0,0,0,0,1,0,0,1,0,2
PIKFYVE,0,0,0,0,1,0,0,1,0,2
PITPNM1,0,0,0,0,2,0,0,0,0,2
PKP3,0,0,0,0,2,0,0,0,0,2
SMAD4,0,0,0,0,1,0,0,1,0,2
PLCB4,0,0,0,0,2,0,0,0,0,2
PLCE1,0,0,0,0,2,0,0,0,0,2
PLCG2,0,0,0,0,2,0,0,0,0,2
PLCH2,0,0,0,0,2,0,0,0,0,2
ESCO1,0,0,0,0,2,0,0,0,0,2
PLEK,0,0,0,0,1,0,0,1,0,2
PLEKHA6,0,0,0,0,1,1,0,0,0,2
PLEKHG3,0,0,0,0,2,0,0,0,0,2
PLIN2,0,0,0,0,0,2,0,0,0,2
PLA2G4B,0,0,0,0,2,0,0,0,0,2
PDPR,0,0,0,0,2,0,0,0,0,2
PDS5A,1,0,0,0,1,0,0,0,0,2
PDXK,0,0,0,0,2,0,0,0,0,2
PELI3,0,0,0,0,2,0,0,0,0,2
PER1,0,0,0,0,2,0,0,0,0,2
PEX1,0,0,0,0,2,0,0,0,0,2
PEX14,0,0,0,0,2,0,0,0,0,2
PGK1,0,0,0,0,2,0,0,0,0,2
PICALM,0,0,0,0,2,0,0,0,0,2
PHC3,0,0,0,0,2,0,0,0,0,2
PHF3,0,0,0,0,2,0,0,0,0,2
PHKA1,0,0,0,0,1,1,0,0,0,2
PHKA2,0,0,0,0,2,0,0,0,0,2
PHLDA1,0,0,0,0,2,0,0,0,0,2
PHLDB1,0,0,0,0,2,0,0,0,0,2
PHTF1,0,0,0,0,1,1,0,0,0,2
PHTF2,0,0,0,0,2,0,0,0,0,2
PHYH,0,0,0,0,2,0,0,0,0,2
PHC2,0,0,0,0,2,0,0,0,0,2
PPIG,0,0,0,0,2,0,0,0,0,2
PPM1H,0,0,0,0,2,0,0,0,0,2
PPM1K,0,0,0,0,0,2,0,0,0,2
PPP1R15A,0,0,0,0,2,0,0,0,0,2
PPP1R3F,0,0,0,0,2,0,0,0,0,2
PPP2R1A,0,0,0,0,2,0,0,0,0,2
PPP3CB,0,0,0,0,2,0,0,0,0,2
PPP6R1,1,0,0,0,1,0,0,0,0,2
PLK2,0,0,0,0,2,0,0,0,0,2
PPP6R3,0,0,0,0,2,0,0,0,0,2
PPT1,0,0,0,0,2,0,0,0,0,2
PRCC,0,0,0,0,2,0,0,0,0,2
PRDM1,0,0,0,0,2,0,0,0,0,2
PRDM2,0,0,0,0,2,0,0,0,0,2
PRDM4,0,0,0,0,2,0,0,0,0,2
PREPL,0,0,0,0,2,0,0,0,0,2
PREX1,0,0,0,0,2,0,0,0,0,2
PRKAA2,0,0,0,0,2,0,0,0,0,2
PPP6R2,0,0,0,0,2,0,0,0,0,2
PLK4,0,0,0,0,2,0,0,0,0,2
PLOD1,0,0,0,0,0,2,0,0,0,2
PLOD3,0,0,0,0,2,0,0,0,0,2
PLVAP,1,0,0,0,1,0,0,0,0,2
PLXNB1,0,0,0,0,2,0,0,0,0,2
PLXNB3,0,0,0,0,2,0,0,0,0,2
PMEPA1,0,0,0,0,2,0,0,0,0,2
PMPCB,0,0,0,0,2,0,0,0,0,2
PMS1,0,0,0,0,1,1,0,0,0,2
PPFIA1,0,0,0,0,2,0,0,0,0,2
PNPT1,0,0,0,0,2,0,0,0,0,2
POLG,0,0,0,0,1,1,0,0,0,2
POLN,0,0,0,0,1,1,0,0,0,2
POLQ,0,0,0,0,2,0,0,0,0,2
POLR2B,0,0,0,0,0,2,0,0,0,2
POPDC2,0,0,0,0,2,0,0,0,0,2
POPDC3,0,0,0,0,2,0,0,0,0,2
PPARG,0,0,0,0,2,0,0,0,0,2
PPCDC,0,0,0,0,1,0,0,1,0,2
PNN,0,0,0,0,2,0,0,0,0,2
NOP9,0,0,0,0,2,0,0,0,0,2
NOXA1,0,0,1,0,1,0,0,0,0,2
NPAT,0,0,0,0,2,0,0,0,0,2
NPR2,0,0,0,0,1,1,0,0,0,2
NR1D1,0,0,0,0,2,0,0,0,0,2
NR2C1,0,0,0,0,2,0,0,0,0,2
NR2F2,0,0,0,0,2,0,0,0,0,2
NRIP1,1,0,0,0,1,0,0,0,0,2
PDIA4,0,0,0,0,2,0,0,0,0,2
NT5C1B,0,0,0,0,2,0,0,0,0,2
NT5C2,1,0,0,0,1,0,0,0,0,2
NT5C3B,0,0,0,0,1,1,0,0,0,2
NT5E,0,0,0,0,2,0,0,0,0,2
NTN4,0,0,0,0,2,0,0,0,0,2
NUBP1,0,0,0,0,1,1,0,0,0,2
NUDT19,0,0,0,0,2,0,0,0,0,2
NUF2,0,0,0,0,2,0,0,0,0,2
NUP153,0,0,0,0,2,0,0,0,0,2
NSMCE4A,0,0,0,0,2,0,0,0,0,2
NEK1,0,0,0,0,2,0,0,0,0,2
NEK2,0,0,0,0,2,0,0,0,0,2
NEO1,0,0,0,0,2,0,0,0,0,2
NFATC2,0,0,0,0,2,0,0,0,0,2
NFATC3,0,0,0,0,2,0,0,0,0,2
NFIB,0,0,0,0,2,0,0,0,0,2
NFIC,0,0,0,0,2,0,0,0,0,2
NFIX,0,0,0,0,2,0,0,0,0,2
NFKBID,0,0,0,0,2,0,0,0,0,2
NOL3,0,0,0,0,2,0,0,0,0,2
NHLRC2,0,0,0,0,2,0,0,0,0,2
NID1,0,0,0,0,1,1,0,0,0,2
NIN,0,0,0,0,1,1,0,0,0,2
NLE1,0,0,0,0,2,0,0,0,0,2
NLRC5,0,0,0,0,1,1,0,0,0,2
NNT,0,0,0,0,2,0,0,0,0,2
NOA1,0,0,0,0,2,0,0,0,0,2
NOC2L,0,0,0,0,2,0,0,0,0,2
NOD2,0,0,0,0,2,0,0,0,0,2
NFU1,0,0,0,0,2,0,0,0,0,2
PBDC1,0,0,0,0,2,0,0,0,0,2
PBRM1,0,0,0,0,2,0,0,0,0,2
PBX1,0,0,0,0,2,0,0,0,0,2
PBX2,0,1,0,0,1,0,0,0,0,2
PBX3,0,0,0,0,2,0,0,0,0,2
PC,1,0,0,0,1,0,0,0,0,2
PCDH1,0,0,0,0,2,0,0,0,0,2
PCDHA12,0,0,0,0,2,0,0,0,0,2
NUP155,0,0,0,0,2,0,0,0,0,2
PCDHGA12,0,0,0,0,2,0,0,0,0,2
PCDHGB6,0,0,0,0,2,0,0,0,0,2
PCDHGC5,0,0,0,0,2,0,0,0,0,2
PCLO,0,0,0,0,2,0,0,0,0,2
PCNXL3,0,0,1,0,1,0,0,0,0,2
PCOLCE,0,0,0,0,2,0,0,0,0,2
PDE4B,1,0,0,0,0,1,0,0,0,2
PDGFRA,0,0,0,0,2,0,0,0,0,2
PDHA1,1,0,0,0,1,0,0,0,0,2
PCDHA9,0,0,0,0,2,0,0,0,0,2
NUP214,0,0,0,0,2,0,0,0,0,2
NUP54,0,0,0,0,2,0,0,0,0,2
NUP88,0,0,0,0,1,0,0,1,0,2
NUP93,0,0,0,0,2,0,0,0,0,2
NUP98,0,0,0,0,2,0,0,0,0,2
ODF2,1,0,0,0,1,0,0,0,0,2
OGT,0,0,0,0,2,0,0,0,0,2
OLFML2B,0,0,0,0,1,1,0,0,0,2
OPTN,0,0,0,0,2,0,0,0,0,2
PARP3,0,0,0,0,2,0,0,0,0,2
OSBP,0,0,0,0,2,0,0,0,0,2
OSBPL10,0,0,0,0,1,1,0,0,0,2
PAAF1,0,0,0,0,1,1,0,0,0,2
PACSIN2,0,0,0,0,2,0,0,0,0,2
PAF1,0,0,0,0,2,0,0,0,0,2
PAGR1,0,0,0,0,2,0,0,0,0,2
PAIP1,0,0,0,0,1,1,0,0,0,2
PAPLN,0,0,0,0,2,0,0,0,0,2
PARP1,0,0,0,0,2,0,0,0,0,2
ORC4,0,0,0,0,2,0,0,0,0,2
SART3,0,0,0,0,2,0,0,0,0,2
SASH1,0,0,0,0,2,0,0,0,0,2
SBF2,0,0,0,0,2,0,0,0,0,2
SCAF1,0,0,0,0,2,0,0,0,0,2
SCAF8,0,0,0,0,2,0,0,0,0,2
SCCPDH,0,0,0,0,2,0,0,0,0,2
SDC1,0,0,0,1,1,0,0,0,0,2
SEC16B,0,0,0,0,2,0,0,0,0,2
PRMT7,0,0,0,0,2,0,0,0,0,2
SEC24B,0,0,0,0,2,0,0,0,0,2
SEC24C,0,0,0,0,2,0,0,0,0,2
SEC31A,0,0,0,0,1,0,0,1,0,2
SEL1L3,0,0,0,0,2,0,0,0,0,2
SERPING1,0,0,0,0,2,0,0,0,0,2
SETD2,2,0,0,0,0,0,0,0,0,2
SETD3,0,0,0,0,2,0,0,0,0,2
SETDB1,0,0,0,0,2,0,0,0,0,2
SETDB2,0,0,0,0,2,0,0,0,0,2
SEC23IP,0,0,0,0,1,1,0,0,0,2
RPRD2,0,0,0,0,2,0,0,0,0,2
RPS6KA3,1,0,0,0,1,0,0,0,0,2
RPS6KA4,0,0,0,0,2,0,0,0,0,2
RRAGB,0,0,0,0,1,0,0,1,0,2
RRP15,0,0,0,0,2,0,0,0,0,2
RSBN1L,1,0,0,0,1,0,0,0,0,2
RSF1,0,0,0,0,2,0,0,0,0,2
RTKN,0,1,0,0,1,0,0,0,0,2
RUSC2,0,0,0,0,1,1,0,0,0,2
SART1,0,0,0,0,2,0,0,0,0,2
S1PR1,0,0,0,0,2,0,0,0,0,2
SACS,0,0,0,0,2,0,0,0,0,2
SAFB2,0,0,0,0,2,0,0,0,0,2
SAMD12,0,0,0,0,2,0,0,0,0,2
SAMD4B,0,0,0,0,2,0,0,0,0,2
SAMD9L,0,0,0,0,1,1,0,0,0,2
SAMSN1,1,0,0,0,1,0,0,0,0,2
SANBR,0,0,0,0,2,0,0,0,0,2
SARM1,0,0,0,0,2,0,0,0,0,2
RXRA,0,0,1,0,1,0,0,0,0,2
SLC12A4,0,0,0,0,2,0,0,0,0,2
SLC12A7,0,0,0,0,2,0,0,0,0,2
SLC13A3,0,0,0,0,2,0,0,0,0,2
SLC20A1,0,0,0,0,2,0,0,0,0,2
SLC23A2,0,0,0,0,2,0,0,0,0,2
SLC25A19,0,0,0,0,1,1,0,0,0,2
SLC27A5,0,0,0,0,2,0,0,0,0,2
SLC35B3,0,0,0,0,2,0,0,0,0,2
SF3A2,0,0,0,0,2,0,0,0,0,2
SLC39A6,0,0,0,0,2,0,0,0,0,2
SLC44A2,1,0,0,0,1,0,0,0,0,2
SLC52A2,0,0,0,0,2,0,0,0,0,2
SLC6A8,0,0,0,0,2,0,0,0,0,2
SLC7A7,0,0,0,0,2,0,0,0,0,2
SLC9A7,0,0,0,0,1,0,0,1,0,2
SLCO3A1,0,0,0,0,2,0,0,0,0,2
SLIT2,0,0,0,0,0,2,0,0,0,2
SMAD3,1,0,0,0,1,0,0,0,0,2
SLC35C2,0,0,0,0,2,0,0,0,0,2
SF3B2,0,0,0,0,2,0,0,0,0,2
SFMBT2,0,0,0,0,1,0,0,1,0,2
SFSWAP,0,0,0,0,2,0,0,0,0,2
SGOL2,0,0,0,0,2,0,0,0,0,2
SH2B1,0,0,0,0,2,0,0,0,0,2
SH2D3C,0,0,0,0,2,0,0,0,0,2
SH2D4A,1,0,0,0,1,0,0,0,0,2
SH3BP2,0,0,0,0,2,0,0,0,0,2
SHANK2,0,0,0,0,2,0,0,0,0,2
SKI,0,0,0,0,2,0,0,0,0,2
SHISA5,0,0,0,0,2,0,0,0,0,2
SHOC2,0,0,0,0,2,0,0,0,0,2
SIGLEC7,0,0,0,0,2,0,0,0,0,2
SIK1,0,0,0,0,1,0,0,1,0,2
SIK3,0,0,0,0,1,0,0,1,0,2
SIN3B,0,0,0,0,2,0,0,0,0,2
SIRPG,0,0,0,0,2,0,0,0,0,2
SIRT5,0,0,0,0,2,0,0,0,0,2
SIX5,0,0,0,0,2,0,0,0,0,2
SHC1,0,0,0,0,2,0,0,0,0,2
PTPRU,0,0,0,0,2,0,0,0,0,2
PTRF,0,0,0,0,2,0,0,0,0,2
PUM1,0,0,0,0,2,0,0,0,0,2
PUS7,0,0,0,0,2,0,0,0,0,2
PWWP2B,0,0,0,0,2,0,0,0,0,2
PXN,0,0,0,0,0,1,1,0,0,2
QRSL1,0,1,0,0,1,0,0,0,0,2
QSOX1,0,0,0,0,2,0,0,0,0,2
RPGR,0,0,0,0,2,0,0,0,0,2
RAB18,0,0,0,0,2,0,0,0,0,2
RAB3GAP2,0,0,0,0,2,0,0,0,0,2
RAB6B,0,0,0,0,2,0,0,0,0,2
RAC3,0,0,0,0,2,0,0,0,0,2
RAD50,0,0,0,0,2,0,0,0,0,2
RAD54B,0,0,0,0,2,0,0,0,0,2
RALGPS2,0,0,0,0,2,0,0,0,0,2
RANGAP1,0,0,0,0,2,0,0,0,0,2
RAP1GAP,0,0,0,0,1,0,0,1,0,2
RAB11FIP1,0,0,0,0,2,0,0,0,0,2
PROSER1,0,0,0,0,2,0,0,0,0,2
PRPF3,0,0,0,0,2,0,0,0,0,2
PRPF40B,0,0,1,0,1,0,0,0,0,2
PRPF8,0,0,0,0,2,0,0,0,0,2
PRR12,0,0,0,0,2,0,0,0,0,2
PRRG1,0,0,0,0,2,0,0,0,0,2
PSD4,0,0,0,0,1,1,0,0,0,2
PSMA5,0,0,0,0,1,0,0,1,0,2
PSMB3,0,0,0,0,2,0,0,0,0,2
PTPRJ,0,0,0,0,2,0,0,0,0,2
PSMD12,0,0,0,0,2,0,0,0,0,2
PTBP1,0,0,0,0,2,0,0,0,0,2
PTK2,0,1,0,0,1,0,0,0,0,2
PTK2B,0,0,0,0,2,0,0,0,0,2
PTPN12,0,0,0,0,1,1,0,0,0,2
PTPN18,0,0,0,0,2,0,0,0,0,2
PTPRC,0,0,0,0,2,0,0,0,0,2
PTPRF,0,0,0,0,2,0,0,0,0,2
PTPRG,0,0,0,0,2,0,0,0,0,2
PSMD11,0,0,0,0,2,0,0,0,0,2
RHBDF2,0,0,0,0,2,0,0,0,0,2
RIN2,0,0,0,1,1,0,0,0,0,2
RIN3,0,0,0,0,2,0,0,0,0,2
RIOK1,0,0,0,0,2,0,0,0,0,2
RIPK1,0,0,0,0,2,0,0,0,0,2
RLF,0,0,0,0,2,0,0,0,0,2
RLIM,0,0,0,0,1,1,0,0,0,2
RMDN3,0,0,0,0,2,0,0,0,0,2
RAPGEF2,0,0,0,0,2,0,0,0,0,2
RNF123,1,0,0,0,1,0,0,0,0,2
RNF126,0,0,0,0,2,0,0,0,0,2
RNF216,0,0,0,0,2,0,0,0,0,2
RNF8,1,0,0,0,1,0,0,0,0,2
ROBO1,0,0,0,0,2,0,0,0,0,2
ROCK2,0,0,0,0,2,0,0,0,0,2
RORA,0,0,0,0,2,0,0,0,0,2
RPA1,0,1,0,0,1,0,0,0,0,2
RPAP1,0,0,0,0,1,1,0,0,0,2
RNF111,0,0,0,0,2,0,0,0,0,2
RAPGEF5,0,0,0,1,1,0,0,0,0,2
RASA3,0,0,0,0,2,0,0,0,0,2
RASAL2,0,0,0,0,2,0,0,0,0,2
RASL11B,0,0,0,0,0,1,0,0,1,2
RBL2,0,0,0,0,2,0,0,0,0,2
RBM12,0,0,0,0,2,0,0,0,0,2
